	count	period	signal
0	279		
1	2	2.00390625	2.0
2	304	242.25	213.90037672193498
3	575		
4	149		
5	88		
6	12	3.8663101604278074	8.093952083996482
7	55		
8	99		
9	26	5.25	12.010565923015895
10	149	767.0	49.204257445179366
11	272		
12	126		
13	3675		
14	23	21.566666666666666	12.583648647757215
15	1741		
16	0		
17	5	6.310344827586207	4.569348216396154
18	298		
19	114	612.0	37.41842740864104
20	75		
21	21	5.169014084507042	10.589496329786154
22	0		
23	23	2.250780437044745	12.617971161330598
24	8	6.190140845070423	7.34932776313284
25	55		
26	21	18.75	10.908355502405854
27	628		
28	41	134.625	18.85477271874693
29	19	2.299107142857143	11.159442062393362
30	3	2.5051546391752577	3.0000000000000004
31	72		
32	139		
33	128		
34	10		
35	26	2.1097122302158273	12.439990678075029
36	49		
37	512		
38	50	24.22222222222222	16.681642409438872
39	60	3.0348837209302326	30.65513886054905
40	17	3.65311004784689	10.85611924993512
41	822		
42	10		
43	180		
44	27	2.037837837837838	12.720105621744938
45	71	290.0	34.10247559162056
46	27	9.177083333333334	11.963614481463734
47	97		
48	26	211.2	15.580010156015511
49	368		
50	224		
51	5	2.992063492063492	4.94980026988396
52	532		
53	111	1603.0	37.68724738072054
54	92	2.208053691275168	32.06448395354894
55	33	4.482352941176471	15.314935252541712
56	12	2.274532710280374	8.707323002671295
57	647	1368.0	207.17439445345644
58	429		
59	44		
60	9	2.0776595744680852	6.65493834747432
61	6	2.244208494208494	5.699802499454279
62	35	4.388362652232747	16.21710948214136
63	90	94.5	27.279752201864845
64	91	33.0	26.133486557946853
65	68		
66	49	36.06666666666667	21.475782407784823
67	582		
68	26		
69	5	25.894736842105264	4.608920951291202
70	4	3.7357664233576644	3.964061427463004
71	54	3.9695121951219514	20.825898526294452
72	178		
73	17	4.2976190476190474	11.406115680911919
74	21		
75	10		
76	241		
77	3	11.285714285714286	2.99672866551415
78	18	8.128378378378379	10.693095641016349
79	161		
80	10	2.797856049004594	8.126177273401018
81	29	10.181818181818182	13.150146239852567
82	163		
83	51	5.5813953488372094	20.177777035328702
84	70		
85	851		
86	36	17.454545454545453	16.18494040465327
87	187		
88	542		
89	10	2.6294820717131473	7.867853983748904
90	22	8.563636363636364	10.51193511677787
91	270		
92	74		
93	152		
94	203		
95	34		
96	22	20.0	16.45888547471162
97	332		
98	207		
99	48		
100	21	6.375	12.313322503896964
101	563		
102	260	577.0	137.4411630235901
103	193	481.8	53.1138188257628
104	17	2.451063829787234	11.981372770944416
105	63		
106	127		
107	45		
108	0		
109	27		
110	17	88.5	10.97642483363845
111	71		
112	0		
113	10	4.374125874125874	7.768182679028391
114	84		
115	3	2.4132841328413286	2.989916892723096
116	39		
117	8	2.7044334975369457	7.205411714377812
118	26	103.125	14.550635213881563
119	93		
120	708		
121	44		
122	15	3.5364238410596025	10.132234721538902
123	1262		
124	249		
125	575		
126	55	4.1084070796460175	26.029384701156108
127	90	18.925233644859812	30.411572730883776
128	29	2.9013840830449826	15.083729009459992
129	85		
130	0		
131	108		
132	58		
133	117		
134	2078		
135	208		
136	8	3.161073825503356	6.671881539935177
137	21	2.265	11.489209072745606
138	456		
139	27		
140	104	587.0	40.643453078822446
141	481		
142	81		
143	75		
144	1060		
145	222		
146	0		
147	3	3.0303030303030303	2.9988924957610044
148	37	7.5	17.04080050660015
149	1109		
150	45	528.0	22.488087048201123
151	94		
152	107	2.8333333333333335	27.775665680541465
153	161		
154	675		
155	134		
156	14		
157	14	7.2020547945205475	9.517572096967877
158	36		
159	3	11.482758620689655	2.996517195263175
160	20	5.255696202531645	11.827984091228481
161	670		
162	204		
163	11	346.2	9.137361828887801
164	70	2.4283216783216783	25.44809906662679
165	3	2.2967359050445104	2.997952196342935
166	18	3.085714285714286	10.492771302565288
167	115		
168	187		
169	100		
170	21	2.857627118644068	12.175556169366471
171	60		
172	33		
173	186		
174	1087		
175	3	46.5	2.993558231202858
176	94		
177	10	3.2060085836909873	7.430885028751845
178	0		
179	24		
180	1	3.967741935483871	1.0000000000000009
181	10	2.0016638935108153	7.999999999999999
182	49		
183	6	2.713815789473684	5.443709495454635
184	9	58.63636363636363	6.5591896379012
185	65		
186	93		
187	95		
188	1	2.0016722408026757	1.0000000000000002
189	24	2.619140625	15.398010901177038
190	54	4.0503597122302155	22.805099571369507
191	11	2.433734939759036	8.161638274360023
192	3		
193	447		
194	17	2.484375	9.816017870586526
195	16	24.494505494505493	10.44049981866908
196	2	7.00990099009901	2.0
197	1	58.2	1.0000000000000007
198	20	11.073170731707316	11.247564783006833
199	77		
200	3	21.183673469387756	2.9942635128831556
201	374		
202	6	10.184873949579831	5.471899071105774
203	462		
204	277		
205	24		
206	83	29.8	33.319737975191266
207	2	12.857142857142858	1.9999915227195837
208	81		
209	46	471.0	19.250135304372908
210	16	2.3333333333333335	9.76502269854886
211	13	7.0	9.095334443899755
212	44		
213	354	195.0	107.9588826203313
214	451		
215	6	73.34482758620689	5.649145785384863
216	141		
217	4	9.458823529411765	3.958937026619331
218	89	14.253968253968255	29.15283885622201
219	119	512.0	41.01423555177189
220	44	8.279220779220779	18.76764699861509
221	1267	1473.75	476.710035864873
222	210		
223	35		
224	176		
225	2187		
226	24		
227	134		
228	83		
229	38	92.0	18.457064334838716
230	52		
231	0		
232	96	280.2857142857143	30.432198429757538
233	4	2.303766707168894	3.9725122921423077
234	0		
235	151		
236	109	4.245535714285714	33.65597976291855
237	156		
238	64		
239	6	2.863874345549738	5.561673911276387
240	108	2.5698924731182795	25.161577642138457
241	57		
242	50		
243	1	3.9049034175334323	1.0000000000000002
244	3	2.687007874015748	2.999860410275554
245	0		
246	7	2.0604395604395602	6.278662903187273
247	218		
248	44	4.020172910662824	20.317024677192425
249	1	2.4582392776523703	1.0000000000000002
250	44		
251	140		
252	80	4.193979933110368	40.62838609722937
253	61		
254	40	5.853658536585366	18.77076405242906
255	307		
256	3	6.871794871794871	2.990558387549931
257	121		
258	219	883.2	54.45119851767445
259	86	657.0	32.80171143432048
260	21	7.761133603238866	12.265440753329063
261	65	3.178723404255319	20.756271242881514
262	115		
263	27	3.0601719197707737	14.086650625655453
264	151		
265	34	3.3294797687861273	13.542246303618414
266	111		
267	100		
268	105	438.0	41.475010980776105
269	22	2.1791666666666667	12.047807067605666
270	24	5.1063829787234045	12.157414160622732
271	7	9.982758620689655	6.04014591435805
272	95		
273	35		
274	27	3.5042735042735043	15.935786746091669
275	6	5.816091954022989	5.544823815045339
276	6	6.411764705882353	5.724417581183129
277	713		
278	2284		
279	920		
280	17	3.3449477351916377	11.11362259363659
281	78	2.7858921161825725	27.541469485825797
282	539		
283	263		
284	150		
285	1181		
286	324		
287	320	146.4	85.88137798794712
288	131		
289	285		
290	8	2.3379310344827586	6.3780458129381525
291	9	34.68	6.6615443072886
292	83		
293	8	5.533163265306122	7.1298337223907104
294	8	5.144927536231884	7.020543294527538
295	722		
296	32	5.8502581755593805	16.853930933226398
297	490		
298	546		
299	157		
300	24	2.1770833333333335	16.263477194325578
301	75		
302	36	2.486666666666667	15.813454796157691
303	5	5.244094488188976	4.925030416422803
304	342		
305	320		
306	135		
307	61		
308	8	21.923076923076923	6.794372137627451
309	22	4.604113110539846	12.21504952690996
310	183		
311	531		
312	1058		
313	3753		
314	138		
315	44		
316	37	4.25098814229249	17.986314559507687
317	105		
318	17	2.060655737704918	11.565302282589016
319	50	2.6208	17.84247672861361
320	127	957.75	42.34777059922248
321	70		
322	0		
323	61		
324	33		
325	80		
326	33	4.15	12.235558103212114
327	342		
328	38	9.308823529411764	17.23972540981675
329	29	22.666666666666668	14.249444127318403
330	44		
331	91		
332	0		
333	20	19.055555555555557	11.512383817099202
334	9	2.024193548387097	7.427427759187964
335	159		
336	69		
337	51		
338	180		
339	2	2.2160804020100504	1.9999490208549984
340	38		
341	202		
342	43		
343	334		
344	36	20.142857142857142	16.63726032769179
345	64	2.427725118483412	22.50987274393711
346	50	6.278350515463917	20.77540760981496
347	7	2.2477611940298505	5.746515571957891
348	89		
349	142		
350	119	342.3	36.51504005469707
351	7180		
352	63		
353	13	2.176656151419558	8.50566175359642
354	25	218.5	17.70242458434674
355	55		
356	81		
357	312		
358	3	2.0010570824524314	3.0
359	0		
360	0		
361	4	4.686274509803922	3.8812683878940137
362	488		
363	31		
364	118		
365	212		
366	2	2.5033783783783785	2.0
367	190		
368	26	3.7193877551020407	15.278116513930529
369	34		
370	50		
371	3	3.2698412698412698	2.998179791543094
372	11	75.9375	7.7952861974483785
373	13	4.642424242424243	9.609470002821476
374	903		
375	0		
